Nome_da_Empresa,Status_do_Foguete,Custo_da_Missao,Status_da_Missao,Pais,Estado_Regiao,Ano,Mes,Dia,Hora,Modelo_Foguete,Carga_Util,Pais_Mapa,Status_da_Missao_Num,Status_do_Foguete_Num
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,11,4,12,Cosmos-2I (63SM),Cosmos 308,Russia,3,0
Yuzhmash,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,11,1,10,Tsyklon-2,IS Mass Model,Kazakhstan,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1969,10,24,18,Titan III(23)B,OPS 8455,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1969,10,24,13,Cosmos-2I (63SM),Cosmos 307,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,10,24,9,Voskhod,Cosmos 306,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1969,10,22,14,Proton K/Block D,Cosmos 305 (Luna-16b),Kazakhstan,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,10,21,12,Cosmos-3M (11K65M),Cosmos 304,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,10,18,10,Cosmos-2I (63SM),Cosmos 303,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,10,17,11,Voskhod,Cosmos 302,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1969,10,14,13,Cosmos-2I (63SM),Intercosmos-1,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,10,13,10,Soyuz,Soyuz 8,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,10,12,10,Soyuz,Soyuz 7,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,10,11,11,Soyuz,Soyuz 6,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,10,6,1,Vostok-2M,Meteor n†­13,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,9,24,12,Voskhod,Cosmos 301,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,9,23,15,Proton K/Block D,Cosmos 300 (luna-16a),Kazakhstan,3,0
UT,StatusRetired,150.0,Failure,Japan,Uchinoura Space Center,1969,,,,Lambda-IV S,Osumi,Japan,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,9,18,8,Voskhod,Cosmos 299,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,9,15,16,Tsyklon,Cosmos 298,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,9,2,11,Voskhod,Cosmos 297,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,8,29,9,Voskhod,Cosmos 296,Kazakhstan,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1969,8,23,16,Titan III(23)B,OPS 7807,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,8,22,14,Cosmos-2I (63SM),Cosmos 295,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,8,19,13,Voskhod,Cosmos 294,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,8,16,11,Voskhod,Cosmos 293,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,8,13,22,Cosmos-3M (11K65M),Cosmos 292,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1969,8,12,11,Atlas-SLV3C Centaur-D,ATS-5,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,8,7,23,Proton K/Block D,Zond-7,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,8,6,5,Tsyklon-2,Cosmos 291,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1969,7,23,9,Cosmos-2I (63SM),DS-P1-You #23,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,7,22,12,Molniya-M /Block L,Molniya-1 n†­18,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,7,22,12,Voskhod,Cosmos 290,Russia,3,0
NASA,StatusRetired,1160.0,Success,USA,Florida,1969,7,16,13,Saturn V,Apollo 11,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,7,10,9,Voskhod,Cosmos 289,Russia,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1969,7,3,20,N1-L3,5L (Zond L1S-2),Kazakhstan,0,0
CECLES,StatusRetired,150.0,Failure,Australia,RAAF Woomera Range Complex,1969,7,3,8,Europa 1,STV-2,Australia,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,6,27,6,Voskhod,Cosmos 288,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,6,24,6,Voskhod,Cosmos 287,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,6,15,8,Voskhod,Cosmos 286,Russia,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1969,6,14,23,Proton K/Block D,Luna-15b,Kazakhstan,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1969,6,12,6,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Russia,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1969,6,3,16,Titan IIIB,OPS 1077,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,6,3,12,Cosmos-2I (63SM),Cosmos 285,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,5,29,6,Voskhod,Cosmos 284,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,5,27,13,Cosmos-2I (63SM),Cosmos 283,Russia,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1969,5,23,7,Titan IIIC,"OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,5,20,8,Voskhod,Cosmos 282,Russia,3,0
NASA,StatusRetired,1160.0,Success,USA,Florida,1969,5,18,16,Saturn V,Apollo 10,United States,3,0
RVSN USSR,StatusRetired,150.0,Partial Failure,Russia,Plesetsk Cosmodrome,1969,5,13,9,Voskhod,Cosmos 281,Russia,2,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,4,23,9,Voskhod,Cosmos 280,Kazakhstan,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1969,4,15,17,Titan IIIB,OPS 5310,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,4,15,8,Voskhod,Cosmos 279,Kazakhstan,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1969,4,13,2,Atlas-SLV3A Agena-D,Canyon 2 (AFP-827),United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,4,11,2,Molniya-M /Block L,Molniya-1 n†­16,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,4,9,13,Voskhod,Cosmos 278,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,4,4,13,Cosmos-2I (63SM),Cosmos 277,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,4,4,10,Voskhod,Cosmos 276,Russia,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1969,4,2,10,Proton K/Block D,M-69 ???522,Kazakhstan,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,3,28,16,Cosmos-2I (63SM),Cosmos 275,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1969,3,27,22,Atlas-SLV3C Centaur-D,Mariner 7,United States,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1969,3,27,10,Proton K/Block D,M-69 N†­521,Kazakhstan,0,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1969,3,26,12,Vostok-2M,Meteor n†­12,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,3,24,10,Voskhod,Cosmos 274,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,3,22,12,Voskhod,Cosmos 273,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1969,3,18,7,Atlas-E/F OV1,OV1-17/OV1-18/OV1-19,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,3,17,16,Cosmos-3M (11K65M),Cosmos 272,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,3,15,12,Voskhod,Cosmos 271,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,3,6,12,Voskhod,Cosmos 270,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,3,5,17,Cosmos-3M (11K65M),Cosmos 269,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1969,3,5,13,Cosmos-2I (63SM),Cosmos 268,Russia,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1969,3,4,19,Titan IIIB,OPS 4248,United States,3,0
NASA,StatusRetired,1160.0,Success,USA,Florida,1969,3,3,16,Saturn V,Apollo 9,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,2,26,8,Voskhod,Cosmos 267,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,2,25,10,Voskhod,Cosmos 266,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1969,2,25,1,Atlas-SLV3C Centaur-D,Mariner 6,United States,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1969,2,21,9,N1-L3,3L (Zond L1S-1),Kazakhstan,0,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1969,2,19,6,Proton K/Block D,Luna-15a,Kazakhstan,0,0
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1969,2,9,21,Titan IIIC,OPS-0757 (Tacsat),United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,2,7,13,Cosmos-2I (63SM),Cosmos 265,Russia,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1969,2,1,12,Vostok-2M,Meteor n†­11,Russia,0,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1969,1,25,11,Tsyklon-2A,US-A n†­5,Kazakhstan,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,1,23,9,Voskhod,Cosmos 264,Kazakhstan,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1969,1,22,19,Titan IIIB,OPS 7585,United States,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1969,1,20,4,Proton K/Block D,Zond,Kazakhstan,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,1,15,7,Soyuz,Soyuz 5,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,1,14,7,Soyuz,Soyuz 4,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,1,12,12,Voskhod,Cosmos 263,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,1,10,5,Molniya-M /Block VL,Venera 6,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,1,5,6,Molniya-M /Block VL,Venera 5,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1968,12,26,9,Cosmos-2I (63SM),Cosmos 262,Russia,3,0
NASA,StatusRetired,1160.0,Success,USA,Florida,1968,12,21,12,Saturn V,Apollo 8,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,12,19,23,Cosmos-2I (63SM),Cosmos 261,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,12,16,9,Molniya-M /Block L,Cosmos 260,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1968,12,14,5,Cosmos-2I (63SM),Cosmos 259,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,12,10,8,Voskhod,Cosmos 258,Kazakhstan,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1968,12,7,8,Atlas-SLV3C Centaur-D,OAO-2,United States,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1968,12,4,19,Titan IIIB,OPS 6518,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,12,3,14,Cosmos-2I (63SM),Cosmos 257,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,11,30,12,Cosmos-3M (11K65M),Cosmos 256,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,11,29,12,Voskhod,Cosmos 255,Russia,3,0
CECLES,StatusRetired,150.0,Success,Australia,RAAF Woomera Range Complex,1968,11,29,9,Europa 1,STV-1,Australia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,11,21,12,Voskhod,Cosmos 254,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,11,16,11,Proton K,Proton-4,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,11,13,12,Voskhod,Cosmos 253,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,11,10,19,Proton K/Block D,Zond-6,Kazakhstan,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1968,11,6,19,Titan IIIB,OPS 5296,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,11,1,0,Tsyklon-2A,Cosmos 252,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,10,31,9,Voskhod,Cosmos 251,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,10,30,22,Cosmos-3M (11K65M),Cosmos 250,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,10,26,8,Soyuz,Soyuz 3,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,10,25,9,Soyuz,Soyuz 2,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,10,20,4,Tsyklon-2A,Cosmos 249,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,10,19,4,Tsyklon-2A,Cosmos 248,Kazakhstan,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1968,10,11,15,Saturn IB,Apollo 7,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,10,11,12,Voskhod,Cosmos 247,Russia,3,0
RVSN USSR,StatusRetired,150.0,Partial Failure,Russia,Plesetsk Cosmodrome,1968,10,7,12,Voskhod,Cosmos 246,Russia,2,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,10,5,0,Molniya-M /Block L,Molniya-1 n†­14,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,10,3,12,Cosmos-2I (63SM),Cosmos 245,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,10,2,13,Tsyklon,Cosmos 244,Kazakhstan,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1968,9,26,7,Titan IIIC,"LES-6, OV2-5, OV5-2, OV5-4",United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,9,23,7,Voskhod,Cosmos 243,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,9,20,14,Cosmos-2I (63SM),Cosmos 242,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,9,16,12,Voskhod,Cosmos 241,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,9,14,21,Proton K/Block D,Zond-5,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,9,14,16,Voskhod,Cosmos 240,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,9,5,7,Voskhod,Cosmos 239,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,8,28,10,Soyuz,Cosmos 238,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,8,27,12,Voskhod,Cosmos 237,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,8,27,11,Cosmos-3 (11K65),Cosmos 236,Kazakhstan,3,0
General Dynamics,StatusRetired,150.0,Failure,USA,California,1968,8,16,20,Atlas-SLV3 Burner-2,STP P68-1,United States,0,0
General Dynamics,StatusRetired,150.0,Partial Failure,USA,Florida,1968,8,10,22,Atlas-SLV3C Centaur-D,ATS-4,United States,2,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,8,9,7,Voskhod,Cosmos 235,Kazakhstan,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1968,8,6,18,Titan IIIB,OPS 5247,United States,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1968,8,6,16,Titan IIIB,OPS 5187,United States,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1968,8,6,11,Atlas-SLV3A Agena-D,Canyon 1 (AFP-827),United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,7,30,7,Voskhod,Cosmos 234,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,7,18,19,Cosmos-2I (63SM),Cosmos 233,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,7,16,13,Voskhod,Cosmos 232,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1968,7,11,19,Atlas-E/F OV1,OV1-15/OV1-16,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,7,10,19,Voskhod,Cosmos 231,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,7,5,15,Molniya-M /Block L,Molniya-1 n†­13,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1968,7,5,6,Cosmos-2I (63SM),Cosmos 230,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,6,26,11,Voskhod,Cosmos 229,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,6,21,12,Voskhod,Cosmos 228,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,6,18,16,Voskhod,Cosmos 227,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1968,,,,Cosmos-3 (11K65),Strela-2 #4,Kazakhstan,0,0
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1968,6,13,14,Titan IIIC,OPS 9341-9348,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,6,12,13,Vostok-2M,Cosmos 226,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1968,6,11,21,Cosmos-2I (63SM),Cosmos 225,Russia,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1968,6,5,17,Titan IIIB,OPS 5138,United States,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1968,6,4,18,Cosmos-3M (11K65M),Sfera #2,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,6,4,6,Voskhod,Cosmos 224,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,6,1,10,Voskhod,Cosmos 223,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,5,30,20,Cosmos-2I (63SM),Cosmos 222,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1968,5,24,7,Cosmos-2I (63SM),Cosmos 221,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,5,7,13,Cosmos-3M (11K65M),Cosmos 220,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1968,4,26,4,Cosmos-2I (63SM),Cosmos 219,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,4,25,0,Tsyklon,Cosmos 218,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Partial Failure,Kazakhstan,Baikonur Cosmodrome,1968,4,24,16,Tsyklon-2A,Cosmos 217,Kazakhstan,2,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1968,4,22,23,Proton K/Block D,Zond,Kazakhstan,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,4,21,4,Molniya-M /Block L,Molniya-1 n†­10,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,4,20,10,Voskhod,Cosmos 216,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1968,4,18,22,Cosmos-2I (63SM),Cosmos 215,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,4,18,10,Voskhod,Cosmos 214,Russia,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1968,4,17,17,Titan IIIB,OPS 5105,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,4,15,9,Soyuz,Cosmos 213,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,4,14,10,Soyuz,Cosmos 212,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,4,9,11,Cosmos-2I (63SM),Cosmos 211,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,4,7,10,Molniya-M /Block L,Luna 14,Kazakhstan,3,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1968,4,6,9,Atlas-E/F OV1,OV1-13/OV1-14,United States,3,0
NASA,StatusRetired,1160.0,Partial Failure,USA,Florida,1968,4,4,12,Saturn V,Apollo 6,United States,2,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,4,3,11,Voskhod,Cosmos 210,Russia,3,0
OKB-586,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,,,,Cosmos-3 (11K65),VKZ,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,3,22,9,Tsyklon-2A,Cosmos 209,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1968,3,21,9,Voskhod,Cosmos 208,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,3,16,12,Voskhod,Cosmos 207,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,3,14,9,Vostok-2M,Cosmos 206,Russia,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1968,3,13,19,Titan IIIB,OPS 5057,United States,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Kapustin Yar,1968,,,,Cosmos-2I (63SM),DS-U1-Ya #1,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,3,5,12,Voskhod,Cosmos 205,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,3,5,11,Cosmos-2I (63SM),Cosmos 204,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1968,3,4,13,Atlas-SLV3A Agena-D,OGO-5,United States,3,0
RVSN USSR,StatusRetired,150.0,Partial Failure,Kazakhstan,Baikonur Cosmodrome,1968,3,2,18,Proton K/Block D,Zond-4,Kazakhstan,2,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1968,2,20,16,Cosmos-3M (11K65M),Cosmos 203,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1968,2,20,10,Cosmos-2I (63SM),Cosmos 202,Russia,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1968,2,7,10,Molniya-M /Block L,E-6LS n†­112,Kazakhstan,0,0
